id,price,size,minimum_nights,number_of_reviews,reviews_per_month,host_listings_count,availability_days_in_year,number_of_rooms,neighbourhood,room_type
20091533,55,575,1,9,0.58,1,0,1,Mitte,Private room
20091686,55,104,3,4,0.26,1,0,2,Friedrichshain-Kreuzberg,Private room
20092371,80,457,3,10,0.81,17,168,2,Marzahn - Hellersdorf,Entire home_apt
20096032,95,179,3,11,0.78,1,31,3,Tempelhof - Schoneberg,Entire home_apt
20097698,50,629,1,0,0,1,0,7,Pankow,Private room
20097710,80,536,5,5,0.33,1,0,2,Neukolln,Entire home_apt
20099505,32,71,4,1,0.08,1,304,2,Neukolln,Private room
20101795,65,508,5,12,0.83,1,0,2,Mitte,Private room
20101927,30,194,1,5,0.33,1,0,7,Pankow,Private room
20104271,90,699,2,12,3.27,1,0,4,Tempelhof - Schoneberg,Entire home_apt
20107813,39,265,1,121,8.05,2,18,5,Friedrichshain-Kreuzberg,Private room
20108706,50,544,2,4,0.26,1,0,3,Neukolln,Private room
20109068,61,283,7,0,0,3,0,1,Lichtenberg,Entire home_apt
20109070,81,281,7,1,0.11,3,232,6,Spandau,Entire home_apt
20109721,60,658,2,0,0,2,0,2,Pankow,Entire home_apt
20112744,112,676,1,0,0,2,0,3,Pankow,Private room
20113830,30,544,3,3,0.2,1,0,1,Tempelhof - Schoneberg,Private room
20115050,75,321,31,3,0.21,1,0,8,Neukolln,Entire home_apt
20115272,95,175,3,42,2.73,4,155,1,Friedrichshain-Kreuzberg,Entire home_apt
20115298,60,245,1,7,0.46,1,0,9,Mitte,Private room
20115929,17,713,2,12,0.78,1,0,2,Friedrichshain-Kreuzberg,Private room
20118946,45,361,1,4,0.28,1,0,2,Pankow,Private room
20119053,100,371,3,22,1.65,2,238,5,Mitte,Entire home_apt
20121585,23,474,2,0,0,1,0,8,Neukolln,Private room
20122296,50,319,5,2,0.14,1,0,10,Friedrichshain-Kreuzberg,Private room
20123845,110,385,3,72,5.06,1,41,1,Steglitz - Zehlendorf,Entire home_apt
20123963,39,518,2,10,0.65,1,1,4,Pankow,Private room
20127301,40,503,90,1,0.75,2,220,2,Friedrichshain-Kreuzberg,Entire home_apt
20129428,35,337,1,1,0.07,1,0,9,Pankow,Private room
20130098,50,561,3,1,0.07,2,0,10,Tempelhof - Schoneberg,Private room
20131553,35,48,2,10,0.69,1,14,8,Pankow,Private room
20131615,36,723,2,43,2.86,1,0,1,Pankow,Private room
20131907,30,518,3,0,0,1,0,2,Pankow,Private room
20132134,67,255,180,0,0,1,251,2,Charlottenburg-Wilm.,Entire home_apt
20132686,105,591,10,7,1.35,2,318,8,Friedrichshain-Kreuzberg,Entire home_apt
20133375,44,99,3,2,0.13,1,0,5,Pankow,Entire home_apt
20134341,100,379,1,9,0.63,1,85,9,Charlottenburg-Wilm.,Entire home_apt
20135199,18,21,3,3,0.2,1,0,3,Pankow,Private room
20135652,40,195,3,49,3.45,1,6,5,Friedrichshain-Kreuzberg,Private room
20136114,40,469,3,0,0,1,0,8,Mitte,Private room
20137896,30,322,4,3,0.2,1,0,1,Lichtenberg,Private room
20138119,90,772,2,14,1.05,6,310,3,Mitte,Entire home_apt
20140458,70,610,5,3,0.21,2,0,4,Mitte,Entire home_apt
20142439,79,478,2,11,0.71,1,0,3,Mitte,Entire home_apt
20143474,55,353,2,2,0.13,1,0,1,Neukolln,Entire home_apt
20144167,35,78,1,23,1.61,1,28,3,Neukolln,Private room
20146039,25,328,2,1,0.07,2,0,8,Friedrichshain-Kreuzberg,Private room
20146083,148,701,2,16,1.05,1,13,9,Pankow,Entire home_apt
20146466,25,550,3,5,0.36,1,0,1,Friedrichshain-Kreuzberg,Private room
20146572,27,463,30,48,3.4,1,0,2,Friedrichshain-Kreuzberg,Private room
20146597,47,164,2,6,0.4,1,0,8,Friedrichshain-Kreuzberg,Private room
20146742,30,522,1,10,0.71,1,150,1,Lichtenberg,Private room
20147743,20,194,3,12,0.77,1,0,2,Mitte,Private room
20147927,70,281,3,4,0.27,1,12,1,Pankow,Private room
20147969,20,410,2,3,0.2,1,0,2,Mitte,Private room
20148449,34,604,2,3,0.2,3,0,2,Pankow,Private room
20148901,60,682,2,8,0.53,1,0,10,Friedrichshain-Kreuzberg,Entire home_apt
20149897,50,395,30,0,0,1,304,3,Mitte,Entire home_apt
20150381,42,166,3,10,0.66,1,0,1,Mitte,Private room
20152203,50,549,1,32,2.12,1,119,2,Pankow,Entire home_apt
20152505,65,525,3,57,4.04,1,7,3,Mitte,Private room
20152963,80,706,5,8,1.26,1,25,2,Pankow,Entire home_apt
20156721,39,499,3,0,0,1,0,4,Neukolln,Private room
20157892,35,578,2,5,0.34,1,0,1,Friedrichshain-Kreuzberg,Private room
20157951,120,308,3,1,0.07,1,0,7,Pankow,Entire home_apt
20157960,257,354,3,22,1.44,2,245,12,Mitte,Entire home_apt
20158043,126,271,3,5,0.34,1,0,11,Friedrichshain-Kreuzberg,Entire home_apt
20158917,25,654,3,8,0.52,2,0,9,Lichtenberg,Private room
20159078,39,464,3,79,5.19,1,319,2,Pankow,Private room
20159199,29,307,2,2,0.13,1,0,3,Friedrichshain-Kreuzberg,Private room
20159523,29,338,4,1,0.07,1,0,2,Mitte,Entire home_apt
20160432,80,525,4,2,0.35,1,0,5,Friedrichshain-Kreuzberg,Entire home_apt
20161310,25,686,4,0,0,1,0,2,Mitte,Private room
20162643,25,144,7,1,0.07,1,0,9,Friedrichshain-Kreuzberg,Private room
20162792,67,651,5,4,0.31,1,115,10,Charlottenburg-Wilm.,Entire home_apt
20163859,100,745,2,1,0.07,1,276,2,Friedrichshain-Kreuzberg,Entire home_apt
20164939,80,628,7,10,0.66,1,7,10,Friedrichshain-Kreuzberg,Entire home_apt
20165145,40,151,1,5,0.33,1,0,2,Neukolln,Private room
20166459,22,443,2,19,1.24,1,0,8,Reinickendorf,Private room
20167241,50,455,2,1,0.07,1,0,6,Mitte,Private room
20167303,30,383,3,132,8.8,2,15,6,Charlottenburg-Wilm.,Private room
20167453,95,190,1,17,1.18,1,71,1,Friedrichshain-Kreuzberg,Entire home_apt
20167871,37,485,2,5,0.33,1,1,9,Neukolln,Entire home_apt
20168268,42,282,2,7,0.46,2,0,3,Friedrichshain-Kreuzberg,Private room
20169998,45,402,2,4,0.27,1,0,2,Lichtenberg,Entire home_apt
20171185,26,54,5,5,0.33,1,0,2,Neukolln,Private room
20171765,48,123,1,4,0.26,1,0,1,Friedrichshain-Kreuzberg,Private room
20173292,31,684,20,5,0.37,5,290,1,Mitte,Private room
20176677,30,490,2,3,0.2,1,0,7,Friedrichshain-Kreuzberg,Private room
20179070,24,412,4,3,0.2,1,0,2,Mitte,Private room
20179367,24,712,5,4,0.26,2,0,3,Neukolln,Private room
20179763,37,378,3,10,1.01,1,1,1,Friedrichshain-Kreuzberg,Entire home_apt
20180349,25,126,3,1,0.07,1,0,5,Friedrichshain-Kreuzberg,Private room
20180746,25,519,2,2,0.13,1,0,3,Neukolln,Private room
20181415,24,251,3,1,0.07,1,0,3,Neukolln,Private room
20181498,60,227,3,6,0.39,1,0,2,Tempelhof - Schoneberg,Entire home_apt
20182090,80,693,7,1,0.07,1,0,3,Mitte,Entire home_apt
20182787,30,212,10,3,0.19,1,112,2,Friedrichshain-Kreuzberg,Private room
20182844,60,373,3,53,3.51,1,147,4,Friedrichshain-Kreuzberg,Entire home_apt
20184077,21,652,120,0,0,1,335,4,Lichtenberg,Private room
20184431,20,479,5,0,0,1,0,8,Friedrichshain-Kreuzberg,Private room
20184521,92,297,3,2,0.13,2,0,1,Friedrichshain-Kreuzberg,Entire home_apt
20184691,20,59,17,0,0,1,0,1,Pankow,Private room
20184886,39,570,3,9,0.59,1,0,4,Pankow,Private room
20185170,60,436,2,3,0.2,1,0,1,Neukolln,Entire home_apt
20185385,30,315,3,1,0.2,1,297,2,Lichtenberg,Entire home_apt
20185864,110,538,2,27,1.98,1,20,1,Charlottenburg-Wilm.,Entire home_apt
20187160,30,399,1,4,0.26,1,0,1,Mitte,Private room
20187194,54,103,10,9,0.61,1,0,6,Neukolln,Entire home_apt
20188543,90,393,4,7,0.46,2,0,3,Treptow - Kopenick,Entire home_apt
20189018,55,240,1,14,0.94,1,0,4,Friedrichshain-Kreuzberg,Private room
20189474,71,547,5,1,0.07,1,0,3,Pankow,Private room
20189800,10,594,2,7,0.47,2,0,8,Friedrichshain-Kreuzberg,Entire home_apt
20189998,100,150,2,23,1.77,3,146,1,Pankow,Entire home_apt
20190356,45,434,7,8,0.61,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
20190463,33,658,7,0,0,1,94,3,Friedrichshain-Kreuzberg,Private room
20191423,17,605,4,1,0.07,2,0,7,Neukolln,Private room
20191545,14,425,2,4,0.26,1,0,2,Lichtenberg,Private room
20191587,140,189,4,41,3.13,1,23,2,Pankow,Entire home_apt
20191984,38,91,3,24,1.67,1,315,9,Charlottenburg-Wilm.,Private room
20193185,21,561,2,7,0.46,1,0,2,Neukolln,Private room
20194117,88,174,3,4,0.28,1,0,3,Charlottenburg-Wilm.,Entire home_apt
20197556,50,577,7,1,0.06,2,0,2,Pankow,Private room
20198005,94,449,3,2,0.14,1,0,8,Friedrichshain-Kreuzberg,Entire home_apt
20198148,65,210,4,1,0.07,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
20199044,120,632,60,5,0.39,2,0,9,Mitte,Entire home_apt
20199145,200,281,3,13,0.89,1,0,6,Charlottenburg-Wilm.,Entire home_apt
20199706,90,702,5,0,0,1,0,3,Pankow,Entire home_apt
20199956,25,99,5,2,0.13,1,0,2,Friedrichshain-Kreuzberg,Private room
20200322,185,536,2,15,1.01,1,15,1,Tempelhof - Schoneberg,Entire home_apt
20200351,40,200,2,10,0.66,1,0,3,Friedrichshain-Kreuzberg,Private room
20200940,26,343,28,2,0.13,1,0,1,Charlottenburg-Wilm.,Private room
20201041,69,501,2,4,0.27,1,0,3,Charlottenburg-Wilm.,Entire home_apt
20201219,60,482,1,0,0,1,0,6,Friedrichshain-Kreuzberg,Private room
20201495,70,318,3,4,0.26,1,0,5,Mitte,Entire home_apt
20201666,21,194,3,1,0.1,1,0,3,Mitte,Private room
20201884,50,662,2,12,0.81,1,0,3,Friedrichshain-Kreuzberg,Private room
20202931,50,375,1,14,0.93,1,0,3,Charlottenburg-Wilm.,Entire home_apt
20203049,75,216,7,1,0.07,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
20204365,54,451,2,1,0.07,1,0,3,Friedrichshain-Kreuzberg,Private room
20204380,47,744,2,24,1.59,1,0,4,Pankow,Entire home_apt
20205566,13,387,5,12,0.79,1,32,3,Neukolln,Private room
20205689,70,141,2,60,5.19,2,157,8,Pankow,Entire home_apt
20206299,40,333,14,2,0.13,1,0,6,Mitte,Entire home_apt
20206591,33,320,10,5,0.34,1,2,3,Friedrichshain-Kreuzberg,Private room
20207082,45,252,3,2,0.16,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
20208402,45,675,2,0,0,2,0,7,Pankow,Private room
20208772,65,376,2,0,0,2,0,3,Friedrichshain-Kreuzberg,Private room
20209516,24,36,2,4,0.27,1,0,6,Tempelhof - Schoneberg,Private room
20210196,35,469,2,0,0,1,0,6,Mitte,Private room
20210706,64,250,3,1,0.07,1,0,2,Pankow,Entire home_apt
20211909,40,227,3,2,0.13,3,0,3,Friedrichshain-Kreuzberg,Private room
20214259,35,204,3,11,0.74,1,0,2,Mitte,Private room
20217169,25,178,1,6,0.39,1,0,6,Mitte,Private room
20217647,39,439,1,66,4.64,3,45,8,Mitte,Private room
20217897,20,695,3,0,0,2,0,2,Neukolln,Private room
20218037,0,164,1,70,5.11,3,10,4,Mitte,Private room
20218535,18,560,1,0,0,2,296,6,Neukolln,Shared room
20219275,15,545,2,6,0.46,1,0,4,Charlottenburg-Wilm.,Entire home_apt
20219325,35,502,1,0,0,1,0,2,Tempelhof - Schoneberg,Private room
20220331,70,229,2,36,2.51,1,0,6,Pankow,Private room
20222167,35,156,3,3,0.21,1,0,3,Mitte,Private room
20222318,18,448,2,6,0.45,2,296,3,Neukolln,Shared room
20223150,45,202,2,4,0.26,1,0,3,Neukolln,Private room
20223263,60,254,3,13,0.91,2,299,3,Charlottenburg-Wilm.,Entire home_apt
20223346,115,731,2,7,0.47,1,51,1,Pankow,Entire home_apt
20223853,30,157,5,10,0.65,1,0,7,Mitte,Private room
20226524,68,450,2,1,0.07,1,0,3,Neukolln,Entire home_apt
20227293,47,482,4,4,0.26,1,0,3,Neukolln,Entire home_apt
20227733,50,344,2,54,3.58,1,0,9,Tempelhof - Schoneberg,Entire home_apt
20231040,60,442,2,7,0.52,1,0,1,Mitte,Entire home_apt
20231404,65,361,3,10,0.67,1,0,2,Pankow,Entire home_apt
20231669,18,623,4,4,0.27,4,0,3,Mitte,Private room
20232019,45,650,3,2,0.13,1,0,4,Neukolln,Entire home_apt
20232194,30,620,2,9,0.59,2,0,6,Mitte,Private room
20233766,71,111,2,13,0.9,1,0,4,Pankow,Entire home_apt
20237158,27,623,2,4,0.29,1,0,1,Neukolln,Private room
20237351,100,273,3,3,0.2,1,0,4,Lichtenberg,Entire home_apt
20237371,69,524,14,5,0.37,1,0,3,Pankow,Private room
20237604,70,220,4,10,0.69,1,27,2,Mitte,Private room
20237773,45,219,1,0,0,1,0,1,Charlottenburg-Wilm.,Entire home_apt
20238756,70,527,2,1,0.29,3,0,10,Pankow,Private room
20239170,35,218,3,3,0.2,1,0,2,Friedrichshain-Kreuzberg,Private room
20240320,24,182,2,34,2.29,1,20,1,Friedrichshain-Kreuzberg,Private room
20240417,51,648,100,2,0.14,1,0,4,Neukolln,Entire home_apt
20240913,44,144,1,3,0.2,1,0,2,Mitte,Entire home_apt
20241288,35,560,1,9,0.63,1,358,7,Tempelhof - Schoneberg,Private room
20241730,60,550,3,20,1.32,8,317,2,Neukolln,Entire home_apt
20242835,49,57,3,2,0.14,1,0,3,Charlottenburg-Wilm.,Entire home_apt
20247571,40,125,3,9,0.63,1,0,3,Neukolln,Private room
20247909,35,48,2,45,3,2,49,8,Steglitz - Zehlendorf,Private room
20249062,28,321,2,3,0.2,1,0,3,Mitte,Private room
20251305,20,386,6,4,0.27,1,0,4,Charlottenburg-Wilm.,Private room
20251578,35,62,3,1,0.07,3,0,1,Friedrichshain-Kreuzberg,Private room
20252526,40,306,3,2,0.13,3,0,2,Friedrichshain-Kreuzberg,Private room
20252911,26,349,2,7,0.46,1,0,2,Neukolln,Private room
20253112,60,446,7,0,0,1,0,10,Neukolln,Entire home_apt
20254700,100,386,3,16,1.05,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
20259327,21,209,20,0,0,1,0,8,Charlottenburg-Wilm.,Private room
20259892,50,572,2,14,0.96,1,0,10,Mitte,Private room
20259941,45,619,8,0,0,1,1,3,Friedrichshain-Kreuzberg,Entire home_apt
20261571,50,374,3,3,0.2,2,5,1,Pankow,Entire home_apt
20263636,94,710,2,32,2.97,1,254,3,Friedrichshain-Kreuzberg,Entire home_apt
20263935,35,438,3,19,1.34,2,340,1,Charlottenburg-Wilm.,Private room
20263941,40,50,2,5,0.36,1,279,3,Lichtenberg,Private room
20263949,35,586,1,12,0.81,1,0,9,Neukolln,Private room
20264255,70,364,2,5,0.33,1,0,6,Mitte,Entire home_apt
20267288,26,397,5,7,0.47,1,0,2,Mitte,Private room
20269695,30,385,1,0,0,1,0,3,Neukolln,Private room
20272119,25,561,10,1,0.14,1,0,2,Lichtenberg,Private room
20272451,45,738,2,5,0.35,1,0,2,Friedrichshain-Kreuzberg,Private room
20272864,30,179,2,87,6.13,1,65,2,Pankow,Private room
20274410,45,323,2,4,0.27,2,0,3,Treptow - Kopenick,Private room
20274414,50,147,2,38,2.65,1,64,1,Friedrichshain-Kreuzberg,Private room
20274574,40,369,7,11,0.74,1,0,9,Mitte,Private room
20274962,100,385,3,28,2.05,1,336,10,Charlottenburg-Wilm.,Entire home_apt
20275595,25,135,2,3,0.2,1,0,3,Mitte,Private room
20276205,95,468,2,14,0.97,5,273,2,Charlottenburg-Wilm.,Entire home_apt
20277127,20,47,4,2,0.14,1,0,6,Charlottenburg-Wilm.,Private room
20277270,65,428,5,8,0.55,2,37,3,Neukolln,Entire home_apt
20278949,40,718,2,19,1.27,1,0,9,Mitte,Private room
20279020,48,409,6,3,0.2,1,0,3,Pankow,Entire home_apt
20279807,90,480,4,22,1.5,1,82,1,Friedrichshain-Kreuzberg,Entire home_apt
20279916,45,73,10,0,0,1,98,2,Lichtenberg,Entire home_apt
20280695,51,557,2,4,0.27,2,0,2,Neukolln,Entire home_apt
20280990,70,299,7,1,0.07,1,0,2,Neukolln,Entire home_apt
20281528,22,438,10,0,0,1,0,1,Pankow,Private room
20281627,109,602,2,21,1.38,1,3,1,Mitte,Entire home_apt
20282141,69,389,8,1,0.07,1,301,6,Neukolln,Entire home_apt
20282379,100,145,1,110,7.89,4,217,2,Friedrichshain-Kreuzberg,Entire home_apt
20282383,40,586,6,8,0.53,1,0,3,Neukolln,Private room
20282908,24,273,1,0,0,1,0,5,Friedrichshain-Kreuzberg,Private room
20288869,29,46,4,0,0,1,138,5,Lichtenberg,Private room
20290881,17,28,3,3,0.21,1,0,3,Mitte,Private room
20291340,49,472,2,1,0.07,3,0,7,Pankow,Private room
20291441,50,287,6,6,0.56,1,0,1,Mitte,Entire home_apt
20291895,35,583,2,0,0,1,0,3,Mitte,Private room
20293199,60,105,4,9,0.91,1,0,3,Friedrichshain-Kreuzberg,Entire home_apt
20293508,17,77,4,7,0.49,1,0,1,Neukolln,Private room
20293559,25,209,2,1,0.07,1,0,3,Friedrichshain-Kreuzberg,Private room
20293878,20,678,1,0,0,1,0,7,Reinickendorf,Private room
20294429,31,248,14,0,0,1,0,1,Treptow - Kopenick,Entire home_apt
20294797,43,513,2,27,1.88,1,70,9,Friedrichshain-Kreuzberg,Private room
20294937,39,709,2,0,0,1,0,1,Mitte,Private room
20295105,72,606,2,12,0.88,1,0,2,Neukolln,Entire home_apt
20296266,29,312,2,8,0.54,3,21,1,Friedrichshain-Kreuzberg,Private room
20298469,55,667,2,9,0.62,1,0,8,Friedrichshain-Kreuzberg,Private room
20298730,30,168,1,6,0.4,3,0,4,Mitte,Private room
20300538,29,169,2,6,0.4,1,0,1,Friedrichshain-Kreuzberg,Private room
20300689,50,499,5,3,0.21,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
20301890,25,531,3,40,2.82,2,338,2,Charlottenburg-Wilm.,Private room
20303019,15,651,5,1,0.07,1,0,5,Charlottenburg-Wilm.,Private room
20303938,35,527,2,5,0.33,1,0,8,Neukolln,Entire home_apt
20305503,20,583,4,5,0.34,1,0,3,Neukolln,Entire home_apt
20306741,32,526,1,55,3.68,1,76,7,Pankow,Private room
20311427,50,714,1,1,0.07,1,0,1,Friedrichshain-Kreuzberg,Entire home_apt
20311745,180,438,6,0,0,1,30,8,Mitte,Entire home_apt
20311888,35,283,1,2,0.13,1,0,2,Friedrichshain-Kreuzberg,Private room
20312793,35,296,1,3,0.2,1,0,9,Friedrichshain-Kreuzberg,Entire home_apt
20313865,40,405,2,7,0.47,1,0,1,Neukolln,Entire home_apt
20314914,35,212,2,3,0.2,1,0,3,Pankow,Private room
20315617,150,841,7,0,0,1,0,8,Pankow,Entire home_apt
20316009,75,630,3,12,0.83,1,88,9,Tempelhof - Schoneberg,Entire home_apt
20316509,25,573,3,1,0.15,1,0,6,Friedrichshain-Kreuzberg,Private room
20316665,90,578,4,0,0,1,321,3,Mitte,Entire home_apt
20317223,30,517,1,2,0.14,1,0,4,Mitte,Private room
20317884,0,39,2,1,0.07,3,0,5,Pankow,Entire home_apt
20318364,30,699,3,6,0.4,1,0,1,Friedrichshain-Kreuzberg,Private room
20319641,26,101,2,9,0.6,1,0,1,Tempelhof - Schoneberg,Private room
20320346,70,699,3,33,2.27,2,55,4,Friedrichshain-Kreuzberg,Private room
20321036,35,205,2,0,0,2,0,1,Neukolln,Private room
20321505,25,531,2,0,0,1,0,1,Friedrichshain-Kreuzberg,Private room
20323970,35,375,1,2,0.14,1,0,3,Tempelhof - Schoneberg,Private room
20324516,70,490,2,3,0.21,1,0,3,Tempelhof - Schoneberg,Private room
20325478,38,605,5,3,0.2,2,0,7,Neukolln,Private room
20328374,25,553,2,16,1.06,1,0,3,Mitte,Private room
20334913,20,205,2,0,0,1,0,1,Charlottenburg-Wilm.,Private room
20335607,33,451,1,2,0.18,1,0,6,Neukolln,Entire home_apt
20336586,36,644,87,1,0.08,1,223,2,Friedrichshain-Kreuzberg,Entire home_apt
20337063,40,503,3,1,0.65,1,0,3,Friedrichshain-Kreuzberg,Private room
20344931,80,152,5,0,0,1,0,9,Tempelhof - Schoneberg,Entire home_apt
20345214,35,619,1,0,0,1,0,7,Mitte,Private room
20345670,45,55,5,0,0,1,278,8,Pankow,Entire home_apt
20346416,24,194,14,1,0.07,1,0,1,Lichtenberg,Private room
20346735,25,397,5,5,0.36,2,0,3,Tempelhof - Schoneberg,Private room
20347426,25,337,5,1,0.07,1,0,3,Neukolln,Private room
20347462,40,274,3,0,0,1,0,3,Friedrichshain-Kreuzberg,Private room
20347627,40,688,2,3,0.24,2,0,2,Friedrichshain-Kreuzberg,Private room
20355312,40,665,3,6,0.41,2,4,8,Friedrichshain-Kreuzberg,Entire home_apt
20355698,30,456,3,0,0,1,0,1,Mitte,Private room
20356217,49,375,2,4,0.26,1,0,3,Neukolln,Entire home_apt
20356319,25,464,2,8,0.54,1,0,6,Mitte,Private room
20357239,137,528,5,2,0.14,1,0,11,Friedrichshain-Kreuzberg,Entire home_apt
20358279,45,373,8,0,0,1,0,4,Mitte,Private room
20359070,118,711,60,0,0,1,156,3,Pankow,Entire home_apt
20362877,45,571,2,3,0.49,4,89,3,Friedrichshain-Kreuzberg,Private room
20366712,26,638,2,0,0,1,0,2,Pankow,Private room
20369170,68,458,2,4,0.28,5,296,6,Charlottenburg-Wilm.,Entire home_apt
20369353,48,443,2,16,1.13,1,14,3,Mitte,Private room
20371154,39,146,1,9,0.63,1,172,3,Mitte,Private room
20371169,29,261,1,23,1.6,1,82,1,Tempelhof - Schoneberg,Private room
20371988,25,691,1,17,1.15,1,0,8,Reinickendorf,Private room
20372402,20,345,3,2,0.13,1,0,1,Friedrichshain-Kreuzberg,Private room
20373848,30,343,2,2,0.14,2,340,3,Pankow,Private room
20374572,32,233,1,4,0.27,1,0,9,Neukolln,Private room
20376282,40,559,4,6,0.58,1,32,1,Neukolln,Private room
20376641,35,572,1,10,1.24,1,0,2,Friedrichshain-Kreuzberg,Private room
20376755,69,370,7,5,0.38,1,32,10,Friedrichshain-Kreuzberg,Entire home_apt
20376791,45,708,2,0,0,1,0,6,Neukolln,Entire home_apt
20376835,90,349,3,8,0.55,2,317,10,Friedrichshain-Kreuzberg,Entire home_apt
20379862,22,574,4,2,0.14,1,0,2,Mitte,Private room
20381792,119,148,2,7,0.49,1,4,3,Friedrichshain-Kreuzberg,Entire home_apt
20381996,37,409,2,4,0.27,1,0,1,Friedrichshain-Kreuzberg,Private room
20382969,0,181,4,1,0.07,2,0,7,Friedrichshain-Kreuzberg,Private room
20384770,100,361,390,8,0.63,1,362,3,Neukolln,Entire home_apt
20389614,35,417,2,2,0.14,2,0,3,Friedrichshain-Kreuzberg,Private room
20390224,90,348,2,10,0.75,3,0,1,Neukolln,Entire home_apt
20390919,17,538,8,5,0.35,1,0,5,Mitte,Private room
20392361,17,551,6,11,0.75,1,0,6,Charlottenburg-Wilm.,Private room
20393128,45,404,3,4,0.29,1,9,1,Friedrichshain-Kreuzberg,Private room
20398000,41,508,2,32,2.12,1,0,1,Charlottenburg-Wilm.,Entire home_apt
20399038,40,573,1,6,0.42,2,0,1,Pankow,Private room
20399206,55,110,4,1,0.07,1,0,3,Neukolln,Entire home_apt
20399934,43,412,7,4,0.27,1,33,7,Mitte,Entire home_apt
20400798,20,382,4,0,0,1,0,5,Tempelhof - Schoneberg,Private room
20400894,40,224,1,3,0.21,1,0,3,Lichtenberg,Entire home_apt
20401029,15,61,3,8,0.53,2,0,4,Lichtenberg,Private room
20401835,32,388,1,3,0.21,1,0,3,Neukolln,Private room
20402136,80,735,2,6,0.43,1,0,6,Friedrichshain-Kreuzberg,Entire home_apt
20402347,25,292,2,10,0.67,1,0,3,Mitte,Private room
20403192,23,459,3,25,1.69,2,0,2,Mitte,Private room
20403669,35,711,1,1,0.07,2,0,3,Friedrichshain-Kreuzberg,Private room
20403957,51,722,1,7,1.09,1,13,10,Charlottenburg-Wilm.,Private room
20404275,30,315,1,1,0.07,2,0,2,Pankow,Private room
20406977,70,571,4,3,0.21,1,0,4,Neukolln,Entire home_apt
20407857,35,217,6,6,1.05,1,7,2,Tempelhof - Schoneberg,Private room
20407965,120,819,2,0,0,1,0,6,Mitte,Private room
20408367,35,246,4,5,0.33,1,0,7,Friedrichshain-Kreuzberg,Private room
20408758,30,228,3,7,0.47,3,0,5,Tempelhof - Schoneberg,Private room
20409086,45,564,5,0,0,1,332,2,Mitte,Private room
20409272,60,532,1,17,5.8,1,68,4,Treptow - Kopenick,Entire home_apt
20413662,45,155,14,0,0,1,0,2,Friedrichshain-Kreuzberg,Entire home_apt
20414946,20,517,2,5,0.33,1,0,3,Mitte,Private room
20415517,65,654,3,76,5.45,1,116,2,Pankow,Entire home_apt
20415638,80,89,1,17,1.15,1,10,2,Treptow - Kopenick,Entire home_apt
20415853,50,500,1,3,0.21,2,0,1,Friedrichshain-Kreuzberg,Private room
20416938,44,380,4,3,0.21,1,0,1,Mitte,Entire home_apt
20417720,25,371,7,0,0,1,0,7,Mitte,Private room
20418192,50,320,2,6,0.44,1,4,2,Pankow,Private room
20418232,60,160,3,12,0.85,1,35,2,Tempelhof - Schoneberg,Entire home_apt
20419038,149,547,7,0,0,1,18,11,Friedrichshain-Kreuzberg,Entire home_apt
20419469,30,68,3,2,0.15,1,0,6,Mitte,Private room
20420090,39,383,60,4,0.44,1,341,3,Friedrichshain-Kreuzberg,Private room
20420177,50,529,63,0,0,4,340,1,Friedrichshain-Kreuzberg,Entire home_apt
20420320,16,124,1,23,1.65,1,66,1,Spandau,Private room
20420404,35,78,23,13,0.92,6,26,9,Friedrichshain-Kreuzberg,Private room
20421098,50,689,2,1,0.07,1,0,2,Friedrichshain-Kreuzberg,Private room
20421853,24,107,1,0,0,1,0,9,Mitte,Private room
20422322,35,488,10,0,0,1,11,1,Lichtenberg,Entire home_apt
20424118,69,578,1,49,3.31,9,163,3,Mitte,Entire home_apt
